iter	RMSE
335	34051.56024
336	34049.04365
337	34029.46105
338	33987.96833
339	33961.53822
340	33896.42004
341	33890.6162
342	33855.77215
343	33833.82022
344	33812.77642
345	33785.22712
346	33765.98178
347	33730.62558
348	33710.10396
349	33688.68478
350	33661.95991
351	33636.30535
352	33608.73163
353	33586.33931
354	33582.52403
355	33567.2677
356	33541.36746
357	33515.92087
358	33496.48657
359	33493.71363
360	33467.88072
361	33449.94765
362	33435.71919
363	33410.14212
364	33386.32176
365	33368.46696
366	33342.14633
367	33311.65257
368	33295.80199
369	33278.56334
370	33237.09023
371	33234.84867
372	33211.89336
373	33188.07225
374	33172.52219
375	33170.4714
376	33142.97442
377	33129.89685
378	33098.11025
379	33079.34466
380	33059.71907
381	33039.95829
382	33022.298
383	32981.97286
384	32969.47831
385	32947.31628
386	32941.2578
387	32921.16649
388	32902.56315
389	32887.00542
390	32838.15241
391	32820.59459
392	32799.65044
393	32765.83359
394	32749.41461
395	32745.80954
396	32736.77896
397	32715.98867
398	32701.5122
399	32676.78632
